Category,Name,Geo,Info,SourceLink,Latitude,Longitude
houses,Фреска «Народное гуляние в Киеве» на станции метро «Киевская»,"Москва, площадь Киевского Вокзала","Станция метро «Киевская» на Арбатско-Покровской линии была открыта 5 апреля 1953 года. Она является частью участка «Киевская» – «Площадь Революции». Проект станции был разработан группой архитекторов под руководством Л.В. Лилье, В.А. Литвинова, М.Ф. Марковского, И.Г. Таранова, В.М. Добраковского и Г.С. Тосунова. Главным мотивом художественного оформления станции было 300-летие воссоединения Украины с Россией, отмечавшееся в 1954 году, дружба украинского и русского народов, а также счастливая жизнь трудящихся советской Украины.
Фреска «Народное гуляние в Киеве», созданная в стиле социалистического реализма, украшает торец центрального зала станции. Это живописное панно, изображающее радостное народное гуляние, стало центральным элементом оформления станции.
Реставрационные работы на станции «Киевская» и фрески «Народное гуляние в Киеве» проводились несколько раз. Впервые фреска пострадала в 1960 году из-за грунтовых вод, которые привели к повреждению штукатурного слоя. В 1973 году была проведена частичная реставрация, однако проблемы с гидроизоляцией не были полностью решены.
Серьёзные повреждения фреска получила в октябре 2010 года, когда протечки грунтовых вод вызвали обрушение штукатурного слоя панно. В результате обрушения сохранились лишь небольшие фрагменты общей площадью чуть более 4 квадратных метров. Для проведения полноценной реставрации потребовалось отведение грунтовых вод, укрепление конструкции стены и тщательная гидроизоляция.
Для восстановления изображения использовались фотографии 1954 года, найденные в фототеке Государственного музея архитектуры имени А.В. Щусева, а также кадры из фильмов 1970-х годов. Эти материалы были переведены в электронный формат и использованы для восстановления первоначальной цветовой гаммы и композиции. Процесс реставрации длился около полугода и включал использование современных минеральных красок на основе жидкого стекла, что позволило создать покрытие, устойчивое к внешним воздействиям и способное выдерживать влажные условия подземного сооружения.
Реставраторы тщательно восстановили утраченные элементы, включая фигуру мужчины с бородой, которая была закрашена во время предыдущих обновлений, и вернули оригинальный цвет одежде персонажей панно. Все работы проводились в условиях повышенной сложности, так как станция продолжала работать.
Проект реставрации стал лауреатом конкурса ""Московская реставрация — 2013"".
Сегодня фреска «Народное гуляние в Киеве» продолжает украшать станцию «Киевская», являясь примером богатом художественном наследии.",https://um.mos.ru/houses/freska-narodnoe-gulyanie-v-kieve-na-stancii-metro-kievskaya/,55.74442725,37.56615306221887
houses,Павильон станции метро «Красные ворота»,"Москва, Боярский пер., 1","В 1933–1934 годах, параллельно с прокладкой трассы, инженерными и геологическими изысканиями, были проведены и архитектурные конкурсы на проекты перронных залов и наземных павильонов 13 станций первой очереди метро. Реальное строительство метро происходило в 1934–1935 годах и совпало с резким стилистическим поворотом от авангарда к декоративной архитектуре в советском искусстве.
Из всех построек, сделанных для системы метрополитена в период до конца 1950-х годов, только наземный павильон станции «Красные ворота» выглядит современно и лишен каких-либо ассоциативных связей с исторической архитектурой или прямых заимствований из нее. Это бетонный раструб-ракушка, визуально замыкающий створ Новой Басманной улицы. Его авторНиколай Ладовский. В 1920-е годы он был лидером группировки АСНОВА - Ассоциации новых архитекторов, называвших себя рационалистами, творческих оппонентов конструктивистов. Н. Ладовский утверждал принципы поиска сверхвыразительной формы, не отягощенной накладным декором, но в тоже время очень монументальной и динамичной.
С начала Ладовский спроектировал подземный вестибюль станции «Дзержинская» (сейчас «Лубянка») с двумя параллельными тоннелями перронных залов, но без центрального нефа. Это совсем не характерно для Москвы, но типично, к примеру, для Лондона. От облика той станции до наших дней дошли только фрагменты отделки стен у выходов, остальное было утрачено, когда сделали центральный неф и устроили там пересадку на другую линию. Наземный павильон станции в виде двух полуциркульных арок был сделан Д.Ф. Фридманом, а Ладовскому достался другой павильон — на станции «Красные ворота». Павильон станции «Красные Ворота» решен в виде остекленного параллелепипеда, скрытого со стороны площади раструбом из концентрических бетонных арок. Образуя центрическую композицию, эти арки вовлекают пассажиров в подземное пространство. Четкие полукружья арок придают крупный масштаб и монументальность очищенной от лишних декоративных деталей «ракушке». Возможно, автор хотел напомнить о стоявших на той же площади барочных Красных Воротах елизаветинского времени, построенных знаменитым архитектором Дмитрием Ухтомским, снесенных в 1928 году.
Подземное пространство перронного зала станции было решено совсем по-другому, в строгом классическом стиле. Проектировавший подземную часть станцииакадемик Иван Фоминсделал массивные пилоны, несущие своды перронного зала, прорезал арочной нишей, облицованной камнем темно-красного цвета.",https://um.mos.ru/houses/pavilon_stantsii_metro_krasnye_vorota/,55.7678102,37.6476412036138
houses,Дом Перцова,"Москва, Курсовой пер., дом 1","Началось все, впрочем, с другого дома. «Дом-ларец» построил на Пречистенской набережной коллекционер картин Цветков. Соревнуясь сбратьями Третьяковымиза известность, он даже уволил своего архитектора, нанявВаснецова, когда узнал, что Третьяковы строят особняк по васнецовским эскизам. «Дом-ларец» размерами уступал Третьяковской галерее, но имел чудный вид на Москву-реку, Кремль и Храм Христа-Спасителя.Этот вид заворожил инженера путей сообщения Петра Николаевича Перцова. Цветков предложил указать еще лучшее место при условии, что Перцов выстроит дом в русском стиле. Тот согласился и при содействии Цветкова приобрел участок рядом. Перцов объявил закрытый конкурс на составление проекта «доходного дома в русском стиле». В жюри - самые именитые: Васнецов, Суриков, Поленов, Шехтель. Но в итоге сам Перцов остановился на проектеМалютина(автора росписи первой русской матрешки), занявшем 2 место.Дом был построен в течение 11 месяцев - совсем небольшой срок, учитывая резные лестницы, изразцовые майоликовые печи, витражи, спальни с нишами и курительные комнаты в восточном стиле, для отделки которых выписывались кустари из Нижегородской губернии. Как и у всех доходных домов, при великолепной отделке фасада здания с дорогими квартирами, задняя часть дома, куда выходят окна дешевых квартир, проста и незатейлива.
Перцов прожил в своем доме 15 лет. Он был одним из хранителей ценностей Храма Христа Спасителя, выступал в защиту церкви и в 1922 году по процессу «церковников» получил 5 лет тюрьмы. Перцов вышел на свободу через год, но из дома его выселили. Дом был национализирован.
Сейчас в здании располагается Управление делами дипломатического корпуса.",https://um.mos.ru/houses/dom_pertsova/,55.74040355758039,37.60532481087957
houses,Большой театр,"Москва, Театральная пл., дом 1","Принято считать, что Большой театр был основан в марте 1776 года, когда известный меценат, московский прокурор князь Петр Урусов получил высочайшее позволение ""содержать ... театральные всякого рода представления"". Урусов и его компаньон Михаил Медокс создали в Москве первую постоянную труппу.
Первоначально театр не имел собственного здания и чаще всего давал представления в доме Воронцова на Знаменке. Но уже в 1780 году по проекту Х.Розберга на средства Медокса было построено специальное каменное здание на месте современного Большого театра. По названию улицы, на которой находился театр, он стал именоваться ""Петровским"".
Репертуар этого первого профессионального театра Москвы составили драматические, оперные и балетные спектакли. Особым вниманием пользовались оперы, поэтому ""Петровский театр"" чаще называли ""Оперным домом"". В 1805 году здание сгорело, и до 1825 года спектакли вновь ставились на разных площадках.
В 1820-е годы площадь перед бывшим Петровским театром была реконструирована. По замыслу архитектора Осипа Бове здесь появился целый классический ансамбль, доминантой которого стало здание Большого театра (1824 г.). Оно частично включало стены сгоревшего Петровского театра.
Восьмиколонное здание в классическом стиле с колесницей бога Аполлона над портиком, декорированное внутри в красно-золотых тонах, по признанию современников, было лучшим театром в Европе и по масштабам уступало только миланскому ""Ла Скала"". Открылся он 6 (18) января 1825 года.
Но и этот театр постигла участь предшественника: 11 марта 1853 года по неизвестной причине в театре начался пожар. Погибли костюмы, декорации, архив труппы, часть нотной библиотеки, редкие музыкальные инструменты, пострадало и само здание.
Его восстановлением руководил Альберт Кавос. Он принял за основу объемно-пространственную структуру Бове, но увеличил высоту здания, изменил пропорции и переработал декор; по бокам появились чугунные галереи с лампами. Кавос изменил форму и размер главного зрительного зала, который стал вмещать до 3 тысяч человек. Алебастровая группа Аполлона, украшавшая театр Бове, погибла в пожаре. Для создания новой Кавос пригласил известного русского скульптора Петра Клодта, автора знаменитых конных групп на Аничковом мосту через реку Фонтанку в Петербурге. Клодт создал известную ныне на весь мир скульптурную группу с Аполлоном.
Новый Большой театр был отстроен за 16 месяцев и открыт 20 августа 1856 года к коронации Александра II.
Последний спектакль Императорского Большого театра состоялся 28 февраля 1917 г. И уже 13 марта открылся Государственный Большой театр.
В 1920-х гг. ""Большой"" становится площадкой Всероссийских съездов Советов, заседаний ВЦИК, конгрессов Коминтерна, однако сохраняет за собой право функционировать по назначению. Осенью 1941 г. в здание Большого театра попала бомба. Взрывная волна прошла наискось между колоннами портика, пробила фасадную стену и произвела значительные разрушения в вестибюле. Зимой 1942 г. начались восстановительные работы, а осенью 1943 г. театр возобновил свою деятельность.
В конце XX века необходимость в проведении реставрационных работ стала критической, и Правительство страны приняло решение о реконструкции здания. Работы длились на протяжении 6 лет с 2005 по 2011 гг. Специалисты сохранили исторический облик театра и вместе с тем усовершенствовали его техническое состояние.
Сейчас Большой театр является главной культурной доминантой столицы.",https://um.mos.ru/houses/bolshoy_teatr/,55.75936655,37.61903049973192
houses,Высотка на Кудринской площади,"Москва, Кудринская пл., дом 1","На западной стороне площади Восстания, недалеко от зоопарка в 1954 году закончилось строительство высотного здания по проекту М.В. Посохина и А.А. Мндоянца. Это был прекрасный замок со шпилем и множеством окон, высотой в 24 этажа, где располагались 456 двух-, трех- и четырехкомнатных квартир со всеми удобствами.
В стилобате, в основании здания для удобства жильцов был открыт крупнейший тогда продовольственный магазин «Гастроном», кафе, предприятия бытового обслуживания. Под зданием помещались два кинозала, детские учреждения и даже автоматическая телефонная станция на 10 тысяч номеров, там же располагались складские помещения и гаражи.
В XIV‑XVII веках на месте невероятно огромного строения было село Кудрино. Оно принадлежало внуку Ивана Калиты Владимиру Андреевичу. В 1680 году здесь располагался двор В.В. Голицына, приближенного царевны Софьи, когда последний попал в опалу, двор перешел к А.Л. Нарышкину – двоюродному брату Петра I. Через село проходила важная дорога из Кремля на Волоколамск и дальше до Великого Новгорода.
К 1940‑м годам место мало отличалось от сельского. Хотя площадь и пережила революционные бои, стала «воротами Красной Пресни», площадью Восстания, она оставалась старой московской окраиной. Площадь и район за ней плавно стекали к Пресненским прудам.
Именно площадь Восстания и выбрали для постройки еще одной высотки. Для этого площадь пришлось выравнивать и насыпать. Склон и площадку со сквером перед высотным домом укрепили гранитными стенками. Домишки снесли, а в 1937 году исчез громоздкий дом, отделявший площадь от Новинского бульвара.
Красавица-высотка была одной из семи высотных зданий, построенных в Москве за десятилетие после Великой Отечественной войны, и одним из двух жилых высотных домов. Для послевоенной Москвы, ютившейся в коммуналках, бывших монастырских кельях и особняках и просто в бараках, дом был волшебным дворцом.
Здание в стиле советского ар-деко венчал 30-метровый шпиль с пятиконечной звездой. Выразительные пилястры, протянувшиеся во всю высоту здания, делали его еще выше. Сад украшали скульптурные группы, символизирующие труд, творчество и оборону (скульпторы Н.Б. Никогосян, М.К. Аникушин, М.Ф. Бабурин).
Мраморные лестницы с ковровыми дорожками поднимались из вестибюля, двустворчатые дубовые двери открывали вход с лестниц в рекреации этажей. Квартиры с высокими потолками, скоростные лифты, да и сам стиль «сталинского ампира» делали высотку домом мечты многих москвичей. В доме и жили «небожители», недаром он получил имя «Дома авиаторов». Квартиры в нем заняли космонавты, летчики-испытатели и авиаконструкторы, а также актеры и высокопоставленные чиновники.
Вся советская Москва гордилась домом, а С. Михалков даже «поставил» около него своего великана дядю Степу:
Там где дом стоит высотный,Есть высотный постовой.
",https://um.mos.ru/houses/vysotka_na_kudrinskoy_ploshchadi/,55.7589725,37.58458775
houses,"Театральный центр на Дубровке (Театр на Мельникова, с 2023 года)","Москва, Ул. Мельникова, д. 7","Комплекс открылся в 1974 г. как Дворец культуры расположенного рядом 1-го Государственного подшипникового завода (легендарного ГПЗ-1). Это была адаптация типового проекта Дворца культуры 1970-х годов (архитекторы: Ю. Ранинский, И. Каменский, И. Юров) эпохи советского модернизма. Спустя 10 лет была по этому же типовому проекту был возведён Дворец культуры НИИ автоматики и приборостроения им. Академика Пилюгина, ныне –Центр культуры и искусства «Меридиан».
На смену богато украшенному сталинскому ампиру во второй половине 50-х годов XX века приходит архитектурный стиль «модернизм», идейно связанный с эпохой конструктивизма. Типовые проекты, строгие геометрические формы, отсутствие декора (кроме одного характерного элемента, украшающего интерьер и экстерьер зданий, - мозаичных панно), железобетонные конструкции – вот отличительные черты архитектуры модернизма.
Именно в этих принципах создан проект Дворца культуры знаменитого ГПЗ-1. Типичное для брежневской эпохи здание крупного заводского культурного центра спроектировано квадратным в плане. Дворец включает вместительный зрительный зал и помещения фойе, классы для кружков и студий, технические помещения. В середине сооружения устроен внутренний двор с фонтаном, в который с площади перед зданием ведут две проездные арки, закрытые решетками.
От основного объема крытый переход-мост ведет к отдельному меньшему по объему пространству кинозала. Оформление экстерьера здания типично для позднего советского модернизма — простые формы, монументальные пилоны конструкций, большие поверхности остекления, облицовка светло-серым камнем.
В 1998 году Алексей Иващенко и Георгий Васильев начали подготовку к постановке масштабного шоу – мюзикла «Норд-Ост» по книге Вениамина Каверина «Два Капитана». Впервые в России специально под один-единственный спектакль было реконструировано целое здание – Дворец культуры ГПЗ-1 стал Театральным центром на Дубровке. Представленный в 2001 году публике спектакль имел феноменальный успех. Победную историю первого российского мюзикла прервала трагедия.
23–26 октября 2002 г. в комплексе был совершен один из самых трагичных террористических актов в новейшей истории. 916 зрителей и участников постановки оказалось в заложниках, более 100 стали жертвами.
После операции по освобождению заложников театральный центр был восстановлен, в здание вернулись постановки различной степени масштабности.
С 1 июля 2023 года комплекс получил новый статус – Театр на Мельникова. Спектакли идут практически ежедневно. Проходят выпуски премьер. Готовится большое количество постановок — как современных, так и классических, от мюзиклов и комедий до детских спектаклей.
В Театре на Мельникова открыт для проведения фестивалей. Сейчас это один из лучших театрально-концертных залов Москвы вместимостью 1 088 посадочных мест.",https://um.mos.ru/houses/teatralnyy_tsentr_na_dubrovke/,55.725256,37.6635319
houses,«Метрополь»,"Москва, Театральный пр., дом 2","После пожара 1812 г. это место долго пустовало. Затем Театральная площадь была организована по проекту О. Бове. В 1838 г. участок на льготных условиях покупает купец П. И. Челышев. До 1898 г. здесь стояли «Челыши»: «Чего-чего не было в этом доме: и трактир, и полпивная, и бани, и закусочная, и мелкие мастерские».В 1898 г. Савва Мамонтов берётся «возвести тут новый великолепный общественно-культурный центр». Вопреки результатам конкурса он выбирает проект молодого архитектора В. Ф. Валькота (любопытно: он назвал свою дочь Поль в честь «Метрополя»). К строительству были привлечены Коровин, Врубель, Поленов, инженер Чоколов и архитектор Кекушев.
Здание «Метрополя» – грандиозное сооружение: крыша перекрыта стеклянным куполом, плоские светлые стены чередуются со стеклянными эркерами, по первому этажу идут арки, отделанные гранитом. На первый взгляд отель выбивается из ансамбля площади, но арочные своды фасада продолжаются на здании Малого театра, а башенки на крыше продолжают линию, начатую Третьяковским проездом, и подхватываются Китай-городом и Историческим музеем. По двум главным фасадам тянется лента изумительных по пластике барельефов Андреева «Времена года». Над окнами третьего этажа – мозаичная цитата из Ницше: «Опять старая история: когда выстроишь дом, то замечаешь, что научился кое-чему». Фасады украшают 23 мозаичных панно. Самое большое – «Принцесса Грёза» Врубеля – находится по фасаду Театрального проезда. Пять больших панно Головина расположены по углам здания, авторство маленьких панно не установлено. Решётку балкона проектировал М. М. Перетяткович.
В 1901 г., когда внешняя отделка подходила к концу, в «Метрополе» вспыхнул пожар. Барельефы и панно не пострадали, но Мамонтов, бывший тогда под следствием, не мог позволить себе роскошное строительство. «Метрополь» спас Кекушев, составивший более дешёвый проект. К 1903 г. тут разместился отель, 10 магазинов, 11 залов ресторана под танцевальные вечера, выставки и маскарады, а также двухзальный кинотеатр «Модерн».Новый проект главного ресторана, заменившего Театральный зал, разрабатывал А. Э. Эрихсон. В центре был фонтан из новомодного цемента.«Метрополь» был закрыт на реставрацию с 1986 до 1991 г.
В ноябре 1917 г. «Метрополь» был взят штурмом. При новой власти он становится вторым Домом Советов. Ницше заменил Ленин: «Только диктатура пролетариата сможет освободить человечество от гнёта». Здесь разместились Наркомат иностранных дел, квартиры партийных деятелей (Антонова-Овсеенко, Бухарина, Войкова, Кона и др.), писателей. Здесь жил И. Рукавишников, а в 1918 г. в номере 253 – Мандельштам. Живший в комнате 438 Р. Ивнев вспоминал: «… было довольно хорошо, но только меня раздражала вечная сутолока, потом несносная дерзкая прислуга». Здесь открывают кинотеатр, кафе имажинистов «Калоша».В 1951 г. в Красном зале «Метрополя» был дан обед в честь Мао Цзэдуна, присутствовал Сталин. В начале 1960-х здесь принимали Джона Кеннеди.
Впервые серьёзная реконструкция отеля была проведена в 1986–1991 гг. Итогом реконструкции стал ряд изменений: металло-деревянные межэтажные перекрытия были заменены на железобетонные, обновлены оконные конструкции и инженерное оборудование, кроме того, был отреставрирован фасад с майоликовыми панно и барельефом. Была произведена расчистка потолочной живописи: в зале «Боярский» сняли семь слоёв краски, прежде чем была восстановлена первоначальная роспись начала XX в. Был реконструирован номерной фонд для соответствия международным стандартам, и при новом открытии гостиницы в 1991 г. ей была присвоена категория «пять звёзд». В 2010-х гг. снова проводились реставрационные работы по сохранению фасадов здания и его исторических интерьеров, панно и керамических ваз главных фасадов. Теперь гости отеля могут разместиться в исторических номерах, украшенных антикварной мебелью и картинами знаменитых русских живописцев.",https://um.mos.ru/houses/gostinitsa_metropol/,55.75909584705524,37.62155037308872
houses,"""Дом-корабль""","Москва, Большая Тульская ул., д. 2","Строительство дома началось еще в далекие уже 1970-е годы и является своего рода поздней импровизацией на тему ""дома-коммуны"". Если учесть, что вся остальная застройка была малоэтажной, а сам дом был огромным и почти белым, то на фоне синего неба казался плывущим круизным лайнером по водной глади моря. Это объясняет такие названия, как «Дом-корабль» и «Титаник».
Еще одно название – «Дом холостяка» – за ним закрепилось из-за того, что именно в этом доме холостякам выдавались однокомнатные квартиры. Ну а «Лежачим небоскребом» дом назвали, учитывая его необычайную длину – 400 м. Собственно, названия «Длинный дом» и «Большой дом» он получил по той же самой причине.«Дом атомщиков» строился Министерством среднего машиностроения (атомной промышленности) СССР. Строительством занималась группа архитекторов под руководством Владимира Бабада и Всеволода Воскресенского. Дом был достроен в 1986 году. Длина дома составляет 400 м, ширина – 15 м, а высота – 50. 14 этажей, два технических этажа, не имеющие окон. Также в нем есть двухуровневые квартиры (12 и 14 этажи), а жилыми являются все этажи, кроме второго и тринадцатого.Примечательно, что когда в один конец дома вселялись первые жильцы, второй только строился.
Это впечатляющее архитектурное сооружение расположилось на Большой Тульской улице и является 14-этажным жилым домом. Как только его не называют: «Дом-корабль», «Титаник», «Дом атомщиков», «Лежачий небоскреб», «Большой дом», «Дом холостяка», «Длинный дом» – и это далеко не все названия, которые ходят «в народе». Дом строили почти два десятилетия.Между парами подъездов и по краям внизу дома имеются высокие пролеты с большими колоннами. Это архитектурное решение позволяет жильцам дома проходить сквозь него, чтобы им не обходить почти полкилометра вокруг.В силу того, что главный прораб дома В. Бабад раньше занимался только строительством атомных реакторов, некоторые их особенности он перенес на данный дом. Например, дом обладает высокой сейсмической устойчивостью – углы дома в 87° и 93° (а не в 90°) предназначены для препятствия складывания.
В силу архитекторской непродуманности и сложности дом имеет некоторые дефекты. К ним можно отнести неиспользуемые комнаты, в которых есть окна, но нет входов и выходов. Так же «минусы» коснулись и системы водоснабжения: в одной квартире может быть три стояка, один из которых перекрывает воду у соседей. А особенность расположения здания привела к тому, что во дворе и вдоль улиц постоянно ветрено.Но, несмотря на все имеющиеся минусы, данный дом является уникальным архитектурным сооружение второй половины XX века.",https://um.mos.ru/houses/dom_korabl/,55.70309213536132,37.62176103542246
houses,Государственный исторический музей,"Москва, Красная пл., дом 1","Огромное здание красного кирпича, замыкающее Красную площадь, делает ее действительно «красной». Две вытянутые башни гармонируют с Кремлем и ГУМом, а обилие кокошников, наличников, ширинок, шатриков придают постройке облик терема. Между тем оно вовсе не такое древнее, как кажется.
В северной части Красной площади еще с XVI в. располагался Земский приказ, для которого в 1699 г. было построено каменное двухэтажное здание с башней и наличниками в стиле нарышкинское барокко. Позднее часть помещений перешла в ведение Главной аптеки, а в 1755 г. здесь состоялось открытие Московского университета, который переехал в здание на Моховой лишь в 1793 г. Затем в старом здании Земского приказа находились конторы городского управления. Московская дума в 1874 г. выделила этот участок для постройки Исторического музея — такая идея была выдвинута в 1872 г. во время Политехнической выставки, приуроченной к 200-летию со дня рождения Петра I. Ее историческая экспозиция, посвященная Крымской войне, стала ядром, вокруг которого начала формироваться музейная коллекция.
Первоначально существовали планы сохранения здания Земского приказа во дворе Исторического музея, но, увы, они не были реализованы, и в 1875 г. оно было снесено. На его месте началось строительство большого музейного здания по проекту В.О. Шервуда и инженера А.А. Семенова. Его облик был выполнен в псевдорусской стилистике, что отвечало идее Исторического музея как отражающего прошлое России. Фасады изобилуют мелкими элементами декора, две главных башни увенчаны двуглавыми орлами, а малые боковые шатры — фигурами львов и единорогов. До конца проект не был реализован: идея облицевать здание полихромными изразцами оказалась дорогостоящей. «Псевдорусские» и интерьеры, но каждый из залов имел свои особенности, соответствуя своей экспозиции. К оформлению залов были привлечены В.М. Васнецов, Г.И. Семирадский, И.К. Айвазовский.
27 мая 1883 г. состоялось торжественного открытие «Музея имени Его Императорского Высочества Государя Наследника Цесаревича». Его многолетним главой и автором первой экспозиции стал выдающийся историк, москвовед И.Е. Забелин. Коллекцию формировала вся страна: члены императорской фамилии, дворяне и купцы, церкви и монастыри. Музей стал признанным научным центром. В советскую эпоху его фонды существенно возросли за счет национализированных частных коллекций и ценностей закрытых храмов. Существовали планы сноса здания для открытия широкого проспекта с севера Красной площади и прохода для демонстраций, но планы остались на бумаге. Интерьеры музея были изменены, часть оказалась уничтожена, но внешне здание лишилось только флюгеров — они были восстановлены в 1990-х гг. во время масштабной реставрации музея. Сегодня он снова открыт и имеет статус крупнейшего музея России. У него существуют филиалы: Покровский собор на Красной площади, палаты бояр Романовых на Варварке, Музей Отечественной войны 1812 г. в бывшем здании Московской городской думы.",https://um.mos.ru/houses/gosudarstvennyy_istoricheskiy_muzey/,55.7535924,37.62148945731688
